,Economics,House,Society,Fashion,Education,Technology,Politics,PE,Game,Entertainment
上级,3.5907434736954956e-06,9.118115576304334e-06,2.6754542854490335e-05,5.466214829348873e-07,5.059159279029329e-06,3.427471022050767e-06,1.3879569114115149e-05,1.3510395168250356e-06,1.866464093097096e-06,6.041905606520635e-06
铁门,2.5648167669253543e-07,1.7250488928143336e-06,1.819308914105343e-05,2.7331074146744365e-07,2.529579639514665e-07,7.909548512424846e-07,1.6014887439363633e-06,2.702079033650071e-07,5.332754551705988e-07,2.889607029205521e-06
客人,1.1285193774471557e-05,1.8236231152608667e-05,6.073281227969306e-05,8.472632985490752e-06,4.7556097222875695e-05,1.0809716300313956e-05,5.8721253944333315e-06,1.6212474201900425e-06,2.9330150034382934e-06,6.56728870273982e-06
小轿车,7.694450300776062e-07,9.857422244653334e-07,2.1136088855047366e-05,5.466214829348873e-07,1.7707057476602654e-06,2.636516170808282e-07,8.007443719681817e-07,5.404158067300142e-07,2.666377275852994e-07,5.253830962191856e-07
前夫,1.0259267067701417e-06,4.928711122326667e-07,2.1136088855047366e-05,5.466214829348873e-07,3.794369459271997e-06,7.909548512424846e-07,8.007443719681817e-07,5.404158067300142e-07,2.666377275852994e-07,5.253830962191856e-06
列车,3.0777801203104247e-06,9.857422244653334e-07,3.932917799610079e-05,8.199322244023309e-07,4.553243351126397e-06,7.645896895344018e-06,1.574797264870757e-05,5.404158067300142e-07,2.9330150034382934e-06,2.3642239329863353e-06
塑料袋,2.564816766925354e-06,1.478613336698e-06,2.300890685486169e-05,2.4597966732069927e-06,4.553243351126397e-06,5.80033557577822e-06,1.3345739532803026e-06,2.702079033650071e-07,2.666377275852994e-07,1.0507661924383712e-06
公路,6.1555602406208495e-06,1.7989795596492336e-05,4.0934450567370216e-05,8.199322244023309e-07,6.8298650266895945e-06,2.504690362267868e-05,6.245806101351816e-05,8.106237100950213e-07,2.666377275852994e-06,7.6180548951781915e-06
寝室,2.5648167669253543e-07,2.4643555611633336e-07,2.4346633997586205e-05,2.7331074146744365e-07,1.0371276522010125e-05,1.0546064683233129e-06,5.338295813121211e-07,2.702079033650071e-07,7.999131827558983e-07,7.880746443287784e-07
副局长,4.360188503773102e-06,2.3164942274935335e-05,4.120199599591512e-05,2.7331074146744365e-07,1.7707057476602654e-06,6.063987192859049e-06,3.443200799463181e-05,1.8914553235550497e-06,5.332754551705988e-07,1.1558428116822084e-05
财产,3.308613629333707e-05,4.411196454482367e-05,6.073281227969306e-05,1.0932429658697746e-06,3.718482070086557e-05,5.536683958697392e-06,5.2048384177931804e-05,1.8914553235550497e-06,5.866030006876587e-06,3.1522985773151137e-06
治安,2.0518534135402834e-06,5.421582234559334e-06,2.3811543140496398e-05,2.7331074146744365e-07,1.2394940233621858e-05,5.273032341616564e-07,1.6548717020675752e-05,1.3510395168250356e-06,1.5998263655117965e-06,1.8388408367671497e-06
楼顶,2.5648167669253543e-07,7.393066683490001e-06,3.451336028229253e-05,2.7331074146744365e-07,1.7707057476602654e-06,2.1092129366466258e-06,5.338295813121211e-07,8.106237100950213e-07,1.5998263655117965e-06,2.889607029205521e-06
状态,9.412877534616049e-05,0.00014293262254747334,5.0030995137896925e-05,2.0498305610058272e-05,6.399836487972102e-05,0.0001663641703780026,3.5232752366599994e-05,0.0005212310455910988,0.0001253197319650907,0.0001536745556441118
眼泪,2.5648167669253543e-07,4.928711122326667e-07,2.9162451711394465e-05,8.199322244023309e-07,7.335780954592528e-06,4.2184258732932516e-06,1.0676591626242422e-06,2.431871130285064e-06,5.332754551705988e-06,3.467528435046625e-05
门诊,2.5648167669253543e-07,2.217920005047e-06,2.300890685486169e-05,5.466214829348873e-07,2.2766216755631985e-06,5.273032341616564e-07,5.3382958131212106e-06,2.702079033650071e-07,5.332754551705988e-07,2.626915481095928e-07
驾驶室,1.0259267067701417e-06,2.4643555611633336e-07,1.6587816569784008e-05,2.7331074146744365e-07,2.529579639514665e-07,7.909548512424846e-07,8.007443719681817e-07,2.702079033650071e-07,7.999131827558983e-07,2.626915481095928e-07
伤痕,2.5648167669253543e-07,7.39306668349e-07,1.685536199832891e-05,2.7331074146744365e-07,1.7707057476602654e-06,5.273032341616564e-07,1.6014887439363633e-06,2.702079033650071e-07,1.333188637926497e-06,2.1015323848767425e-06
工厂,5.8990785639283145e-06,2.4643555611633336e-05,6.260563027950738e-05,8.199322244023309e-06,2.7066502142806914e-05,2.662881332516365e-05,9.87584725427424e-06,5.404158067300142e-07,1.1732060013753174e-05,2.127801539687702e-05
手臂,7.694450300776062e-07,2.4643555611633336e-07,3.638617828210686e-05,2.5691209697939702e-05,4.047327423223464e-06,2.3992297154355365e-05,2.1353183252484843e-06,1.1348731941330298e-05,1.0398871375826678e-05,7.6180548951781915e-06
二审,2.564816766925354e-06,9.857422244653334e-07,2.1403634283592268e-05,2.7331074146744365e-07,2.529579639514665e-07,7.909548512424846e-07,5.8721253944333315e-06,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
孙女,2.5648167669253543e-07,7.39306668349e-07,2.541681571176582e-05,8.199322244023309e-07,2.5295796395146647e-06,1.0546064683233129e-06,1.8684035345924238e-06,2.702079033650071e-07,1.0665509103411977e-06,4.728447865972671e-06
裸照,5.129633533850709e-07,2.4643555611633336e-07,2.060099799795756e-05,5.466214829348873e-07,2.529579639514665e-07,2.636516170808282e-07,2.6691479065606054e-07,1.8914553235550497e-06,1.0665509103411977e-06,1.8388408367671497e-06
看守所,1.282408383462677e-06,4.928711122326667e-07,5.59169945658848e-05,2.7331074146744365e-07,2.529579639514665e-07,5.273032341616564e-07,0.00016388568146282118,1.0808316134600284e-06,2.666377275852994e-07,5.253830962191856e-07
肇事者,2.5648167669253543e-07,7.39306668349e-07,1.6320271141239106e-05,2.7331074146744365e-07,5.05915927902933e-07,1.0546064683233129e-06,3.7368070691848477e-06,8.106237100950213e-07,7.999131827558983e-07,1.0507661924383712e-06
儿童,3.0777801203104247e-06,2.1439893382121003e-05,6.126790313678287e-05,1.6945265970981504e-05,6.753977637504154e-05,5.1939368564923154e-05,3.3631263622663626e-05,4.053118550475107e-06,1.1465422286167874e-05,5.542791665112408e-05
满脸,2.5648167669253543e-07,1.2321777805816667e-06,2.1403634283592268e-05,1.366553707337218e-06,1.5177477837087988e-06,1.5819097024849692e-06,1.8684035345924238e-06,5.133950163935135e-06,1.866464093097096e-06,9.982278828164527e-06
村干部,5.129633533850709e-07,9.857422244653334e-07,1.7925543712508524e-05,2.7331074146744365e-07,7.588738918543994e-07,2.636516170808282e-07,3.2029774878727267e-06,2.702079033650071e-07,2.666377275852994e-07,5.253830962191856e-07
居委会,7.694450300776062e-07,1.7250488928143336e-05,3.0500178854118984e-05,2.7331074146744365e-07,5.3121172429807955e-06,2.636516170808282e-07,1.0676591626242422e-06,5.404158067300142e-07,2.666377275852994e-07,2.626915481095928e-07
经验,0.00011131304768456037,0.000158211627026686,3.7723905424831374e-05,2.8970938595549026e-05,0.0002752182647791955,4.772094269162991e-05,9.87584725427424e-05,7.97113314926771e-05,0.0003066333867230943,0.00012293964451528944
牌照,1.795371736847748e-05,4.928711122326667e-07,2.4346633997586205e-05,5.466214829348873e-07,1.1889024305718924e-05,1.5819097024849692e-06,2.6691479065606053e-06,1.0808316134600284e-06,6.665943189632485e-06,7.880746443287784e-07
经济损失,4.873151857158173e-06,5.421582234559334e-06,2.568436114031072e-05,8.199322244023309e-07,5.3121172429807955e-06,3.691122639131595e-06,6.672869766401514e-06,1.3510395168250356e-06,5.332754551705988e-07,1.8388408367671497e-06
凶器,7.694450300776062e-07,9.857422244653334e-07,1.4982543998514588e-05,8.199322244023309e-07,1.011831855805866e-06,2.636516170808282e-07,5.338295813121211e-07,2.702079033650071e-07,2.666377275852994e-06,5.253830962191856e-07
陌生人,4.103706827080567e-06,2.957226673396e-06,2.4346633997586205e-05,8.199322244023309e-07,1.0624234485961591e-05,2.636516170808282e-06,5.338295813121211e-07,8.106237100950213e-07,3.199652731023593e-06,4.991139414082263e-06
人行道,5.129633533850709e-07,1.2321777805816667e-06,1.7657998283963622e-05,2.7331074146744365e-07,2.2766216755631985e-06,3.1638194049699385e-06,2.6691479065606054e-07,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
小男孩,7.694450300776062e-07,4.928711122326667e-07,2.8627360854304658e-05,8.199322244023309e-07,4.553243351126397e-06,6.063987192859049e-06,2.6691479065606054e-07,1.8914553235550497e-06,1.866464093097096e-06,8.668821087616563e-06
义务,2.4622240962483398e-05,1.7250488928143336e-05,5.0566085994986736e-05,8.199322244023309e-07,2.7066502142806914e-05,3.427471022050767e-06,2.482307553101363e-05,3.242494840380085e-06,7.999131827558983e-06,8.143437991397377e-06
路面,5.129633533850709e-07,2.710791117279667e-06,2.461417942613111e-05,5.466214829348873e-07,3.0354955674175975e-06,7.645896895344018e-06,1.6014887439363633e-06,5.404158067300142e-07,2.1331018206823954e-06,5.253830962191856e-07
客车,1.282408383462677e-06,2.4643555611633336e-07,3.15703605682986e-05,2.7331074146744365e-07,5.05915927902933e-07,2.3728645537274537e-06,1.3879569114115149e-05,2.702079033650071e-07,2.666377275852994e-07,7.880746443287784e-07
岳母,5.129633533850709e-07,9.857422244653334e-07,2.300890685486169e-05,2.7331074146744365e-07,5.05915927902933e-07,2.636516170808282e-07,2.402233115904545e-06,2.702079033650071e-07,2.666377275852994e-07,5.253830962191856e-07
婚姻,6.412041917313385e-06,4.682275566210334e-06,5.885999427987874e-05,3.553039639076767e-06,4.9073845006584496e-05,5.273032341616564e-06,1.0409676835586361e-05,4.593534357205121e-06,1.2265335468923772e-05,6.987595179715169e-05
中队长,2.5648167669253543e-07,2.4643555611633336e-07,1.4179907712879878e-05,2.7331074146744365e-07,2.529579639514665e-07,2.636516170808282e-07,2.6691479065606054e-07,2.702079033650071e-07,5.332754551705988e-07,2.626915481095928e-07
重病,7.694450300776062e-07,4.928711122326667e-07,1.6587816569784008e-05,2.7331074146744365e-07,1.2647898197573323e-06,2.1092129366466258e-06,8.007443719681817e-07,1.0808316134600284e-06,1.866464093097096e-06,1.313457740547964e-06
欠条,2.8212984436178893e-06,2.4643555611633336e-07,1.4982543998514588e-05,2.7331074146744365e-07,2.529579639514665e-07,2.636516170808282e-07,2.6691479065606054e-07,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
辩护律师,2.5648167669253543e-07,7.39306668349e-07,1.57851802841493e-05,2.7331074146744365e-07,1.5177477837087988e-06,7.909548512424846e-07,8.541273300993937e-06,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
手铐,7.694450300776062e-07,2.4643555611633336e-07,1.8995725426688138e-05,5.466214829348873e-07,1.7707057476602654e-06,2.636516170808282e-07,9.87584725427424e-06,2.702079033650071e-07,2.666377275852994e-07,3.1522985773151137e-06
诊所,5.129633533850709e-07,1.2321777805816667e-06,3.371072399665782e-05,5.466214829348873e-07,9.106486702252794e-06,1.2127974385718098e-05,4.537551441153029e-06,1.0808316134600284e-06,5.332754551705988e-07,1.0507661924383712e-06
外遇,2.5648167669253543e-07,2.4643555611633336e-07,1.7657998283963622e-05,2.7331074146744365e-07,2.7825376034661313e-06,2.636516170808282e-07,5.338295813121211e-07,2.702079033650071e-07,2.666377275852994e-07,3.1522985773151137e-06
姐夫,2.5648167669253543e-07,2.4643555611633336e-07,1.7925543712508524e-05,2.7331074146744365e-07,2.529579639514665e-07,2.636516170808282e-07,2.6691479065606054e-07,8.106237100950213e-07,5.332754551705988e-07,1.5761492886575569e-06
一案,1.5388900601552124e-06,1.2321777805816667e-06,1.7657998283963622e-05,2.7331074146744365e-07,2.7825376034661313e-06,1.5819097024849692e-06,7.206699347713635e-06,1.6212474201900425e-06,5.332754551705988e-07,1.5761492886575569e-06
办公室,1.6158345631629732e-05,2.9572266733960004e-05,8.561453713436907e-05,7.598038612794933e-05,7.689922104124581e-05,2.2410387451870396e-05,0.00010302910919323936,3.7829106471100995e-06,1.0398871375826678e-05,3.0209528032603175e-05
浓烟,5.129633533850709e-07,9.857422244653334e-07,2.060099799795756e-05,2.7331074146744365e-07,5.05915927902933e-07,3.1638194049699385e-06,2.1353183252484843e-06,2.702079033650071e-07,2.666377275852994e-07,5.253830962191856e-07
校长,5.386115210543244e-06,2.957226673396e-06,7.036444770730959e-05,5.466214829348873e-07,0.00016922887788353106,6.327638809939877e-06,3.2296689669383326e-05,5.404158067300142e-07,7.999131827558983e-07,7.355363347068599e-06
枪支,2.5648167669253543e-07,2.4643555611633336e-07,2.5951906568855626e-05,2.7331074146744365e-07,2.023663711611732e-06,1.8455613195657974e-06,2.1353183252484843e-06,5.404158067300142e-07,6.665943189632485e-06,2.3642239329863353e-06
旅馆,5.129633533850709e-07,2.4643555611633335e-06,2.8894906282849563e-05,2.7331074146744365e-07,2.6307628250952513e-05,1.02824130661523e-05,1.8684035345924238e-06,1.3510395168250356e-06,3.9995659137794915e-06,1.5761492886575569e-06
晨报,4.616670180465638e-06,5.175146678443001e-06,2.0333452569412654e-05,2.7331074146744365e-07,4.047327423223464e-06,1.5819097024849692e-06,4.003721859840908e-06,5.404158067300142e-07,2.666377275852994e-07,6.041905606520635e-06
众人,4.360188503773102e-06,6.160888902908334e-06,4.9763449709352024e-05,3.8536814546909555e-05,8.853528738301326e-06,3.427471022050767e-06,2.1353183252484843e-06,1.7293305815360454e-05,2.3997395482676946e-05,3.861565757211014e-05
民房,1.0259267067701417e-06,2.957226673396e-06,2.086854342650246e-05,5.466214829348873e-07,7.588738918543994e-07,1.0546064683233129e-06,2.1353183252484843e-06,2.702079033650071e-07,1.5998263655117965e-06,5.253830962191856e-07
视频,9.48982203762381e-06,2.119345782600467e-05,7.758817427802198e-05,5.739525570816316e-06,5.767441578093436e-05,0.00033905597956594507,2.8559882600198478e-05,0.00012267438812771324,0.00028396917987834385,0.00013318461489156356
感情,6.412041917313385e-06,1.2321777805816668e-05,8.374171913455474e-05,1.0112497434295414e-05,3.617298884505971e-05,9.755109831990644e-06,2.428924594970151e-05,1.6482682105265434e-05,4.50617759619156e-05,0.00027188575229342854
骗子,1.0515748744393951e-05,1.7250488928143336e-06,2.7557179140125047e-05,5.466214829348873e-07,5.818033170883729e-06,2.636516170808282e-06,8.007443719681817e-07,1.0808316134600284e-06,3.4662904586088922e-06,1.1033045020602898e-05
权利,2.2313905872250582e-05,5.1258595672197334e-05,5.9930175994058354e-05,4.646282604946541e-06,4.856792907868156e-05,1.1073367917394784e-05,4.537551441153029e-05,1.0538108231235277e-05,1.5731625927532663e-05,1.7337642175233126e-05
干部,4.360188503773102e-06,1.7989795596492336e-05,5.2171358566256154e-05,2.7331074146744365e-07,7.335780954592528e-06,1.318258085404141e-06,0.00012865292909622117,2.431871130285064e-06,2.9330150034382934e-06,8.40612953950697e-06
便衣,2.5648167669253543e-07,9.857422244653334e-07,1.7390452855418717e-05,2.7331074146744365e-07,1.5177477837087988e-06,5.273032341616564e-07,1.8684035345924238e-06,8.106237100950213e-07,2.666377275852994e-07,1.5761492886575569e-06
卖淫女,2.5648167669253543e-07,2.4643555611633336e-07,1.3109725998700264e-05,2.7331074146744365e-07,5.05915927902933e-07,2.636516170808282e-07,2.6691479065606054e-07,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
车身,2.0518534135402834e-06,2.4643555611633336e-07,2.2206270569226977e-05,8.199322244023309e-07,3.0354955674175975e-06,7.38224527826319e-06,8.007443719681817e-07,2.702079033650071e-07,2.9330150034382934e-06,5.253830962191856e-07
惨剧,7.694450300776062e-07,9.857422244653334e-07,1.685536199832891e-05,2.7331074146744365e-07,1.2647898197573323e-06,4.7457291074549075e-06,1.3345739532803026e-06,2.702079033650071e-06,2.666377275852994e-06,3.6776816735342994e-06
岳父,5.129633533850709e-07,9.857422244653334e-07,1.9530816283777945e-05,2.7331074146744365e-07,7.588738918543994e-07,5.273032341616564e-07,8.007443719681817e-07,2.702079033650071e-07,5.332754551705988e-07,1.0507661924383712e-06
女方,5.129633533850709e-07,2.217920005047e-06,1.9530816283777945e-05,5.466214829348873e-07,3.794369459271997e-06,1.8455613195657974e-06,5.338295813121211e-07,2.702079033650071e-07,2.666377275852994e-07,5.779214058411042e-06
后果,1.5132418924859588e-05,1.6511182259794335e-05,3.745635999628647e-05,2.4597966732069927e-06,1.9983679152165853e-05,2.161943260062791e-05,1.7082546601987875e-05,5.133950163935135e-06,6.665943189632485e-06,7.092671798959006e-06
脸色,2.8212984436178893e-06,2.4643555611633335e-06,2.1938725140682075e-05,5.466214829348872e-06,3.0354955674175975e-06,1.0546064683233129e-06,2.402233115904545e-06,5.404158067300142e-06,1.5998263655117965e-06,4.991139414082263e-06
无期徒刑,5.129633533850708e-06,2.217920005047e-06,1.819308914105343e-05,2.7331074146744365e-07,2.529579639514665e-07,2.636516170808282e-07,1.0676591626242421e-05,2.702079033650071e-07,2.666377275852994e-07,5.253830962191856e-07
同伴,7.694450300776062e-07,4.928711122326667e-07,2.9965087997029177e-05,1.6398644488046618e-06,8.60057077434986e-06,1.8455613195657976e-05,8.007443719681817e-07,1.0808316134600284e-06,1.7064814565459163e-05,3.6776816735342994e-06
司法,2.02620524587103e-05,2.0207715601539334e-05,5.832490342278893e-05,2.7331074146744365e-07,6.070991134835195e-06,5.80033557577822e-06,0.00022020470229124994,3.242494840380085e-06,2.1331018206823954e-06,3.1522985773151137e-06
公诉人,7.694450300776062e-07,1.971484448930667e-06,1.4447453141424781e-05,2.7331074146744365e-07,2.529579639514665e-07,2.636516170808282e-07,1.0676591626242422e-06,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
机关,1.0772230421086487e-05,2.4397120055517e-05,5.2973994851890866e-05,3.2797288976093235e-06,1.0371276522010125e-05,6.063987192859049e-06,0.00013479196928131056,1.3510395168250356e-06,2.266420684475045e-05,8.143437991397377e-06
未成年人,7.694450300776062e-07,3.2036622295123334e-06,2.060099799795756e-05,5.466214829348873e-07,6.576907062738128e-06,1.318258085404141e-06,8.541273300993937e-06,2.702079033650071e-07,3.9995659137794915e-06,1.5761492886575569e-06
纱布,2.5648167669253543e-07,2.4643555611633336e-07,1.60527257126942e-05,5.466214829348873e-07,5.05915927902933e-07,7.909548512424846e-07,2.6691479065606054e-07,2.1616632269200567e-06,5.332754551705988e-07,1.8388408367671497e-06
手脚,4.873151857158173e-06,3.450097785628667e-06,2.2473815997771882e-05,1.366553707337218e-06,3.0354955674175975e-06,3.427471022050767e-06,3.7368070691848477e-06,6.214781777395163e-06,2.3997395482676946e-06,4.991139414082263e-06
情人,2.0518534135402834e-06,9.857422244653334e-07,3.906163256755589e-05,8.745943726958197e-06,5.818033170883729e-06,2.1092129366466258e-06,2.6691479065606054e-07,1.3510395168250356e-06,1.4398437289606167e-05,2.7319921003397652e-05
老太太,3.5907434736954956e-06,5.175146678443001e-06,2.8359815425759756e-05,1.366553707337218e-06,1.4165645981282123e-05,1.0546064683233129e-06,5.338295813121211e-07,2.702079033650071e-07,2.666377275852994e-07,3.1522985773151137e-06
踪影,4.873151857158173e-06,4.435840010094e-06,2.0333452569412654e-05,2.733107414674436e-06,3.0354955674175975e-06,5.536683958697392e-06,2.1353183252484843e-06,2.1616632269200567e-06,2.1331018206823954e-06,5.516522510301449e-06
店主,7.437968624083527e-06,9.857422244653334e-07,2.4346633997586205e-05,1.0385808175762858e-05,5.818033170883729e-06,1.318258085404141e-06,8.007443719681817e-07,2.702079033650071e-07,7.999131827558983e-07,1.5761492886575569e-06
儿女,1.0259267067701417e-06,2.217920005047e-06,2.3811543140496398e-05,5.466214829348873e-07,1.0371276522010125e-05,1.0546064683233129e-06,4.80446623180909e-06,8.106237100950213e-07,2.1331018206823954e-06,5.253830962191856e-06
监狱,2.308335090232819e-06,1.7250488928143336e-06,4.0934450567370216e-05,1.366553707337218e-06,2.226030082772905e-05,3.691122639131595e-06,8.808188091649999e-06,1.0808316134600284e-06,1.1732060013753174e-05,7.880746443287784e-06
时尚,6.66852359400592e-06,1.7250488928143336e-05,4.280726856718454e-06,0.0005930843089843527,1.3659730053379189e-05,1.7928309961496318e-05,8.007443719681817e-07,4.3233264538401134e-06,1.0932146830997276e-05,5.9105598324658384e-05
款式,3.33426179700296e-06,7.39306668349e-07,1.60527257126942e-06,0.00044385664414312844,5.3121172429807955e-06,4.4820774903740795e-06,8.007443719681817e-07,8.106237100950213e-07,3.732928186194192e-06,4.203064769753485e-06
外套,7.694450300776062e-07,4.928711122326667e-07,1.5250089427059492e-05,0.0005050782502318359,8.347612810398393e-06,3.427471022050767e-06,4.270636650496969e-06,4.053118550475107e-06,1.333188637926497e-06,7.092671798959006e-06
黑色,1.1541675451164093e-05,7.146631127373667e-06,6.661881170768093e-05,0.0006922961081370347,1.5683393764990922e-05,8.753233687083497e-05,3.469892278528787e-06,1.2159355651425319e-05,1.5198350472362067e-05,6.409673773874065e-05
单品,1.282408383462677e-06,4.928711122326667e-07,2.6754542854490336e-07,0.0003427316698001743,2.529579639514665e-07,2.636516170808282e-07,2.6691479065606054e-07,2.702079033650071e-07,2.666377275852994e-07,7.880746443287784e-07
连衣裙,5.129633533850709e-07,2.4643555611633336e-07,8.0263628563471e-07,0.00031102762378995086,7.588738918543994e-07,2.636516170808282e-07,2.6691479065606054e-07,2.702079033650071e-07,1.0665509103411977e-06,3.940373221643892e-06
气质,2.564816766925354e-06,1.3061084474165668e-05,4.548272285263357e-06,0.0004028600329230119,1.290085616152479e-05,8.964154980748159e-06,5.338295813121211e-07,1.026790032787027e-05,9.598958193070778e-06,0.00011453351497578247
风格,0.00011644268121841107,6.924839126868967e-05,8.561453713436907e-06,0.0006168623434920202,4.07262321961861e-05,3.7702181242558436e-05,4.003721859840908e-06,3.918014598792603e-05,0.00017358116065802992,0.00025008235380033234
身材,1.282408383462677e-06,1.971484448930667e-06,2.942999713993937e-05,0.00038181510583001877,1.3406772089427723e-05,1.6610051876092176e-05,1.0676591626242422e-06,2.5669750819675676e-05,1.2531973196509073e-05,4.859793640027467e-05
造型,2.0005570782017763e-05,7.146631127373667e-06,8.828999141981811e-06,0.0004591620456653053,1.0877192449913059e-05,4.165695549877085e-05,2.6691479065606053e-06,4.053118550475107e-06,4.3195311868818506e-05,0.00033388095764729246
白色,7.181486947390991e-06,6.407324459024667e-06,5.9662630565513445e-05,0.0004113326659085027,1.644226765684532e-05,6.775846558977284e-05,6.139040185089392e-06,6.755197584125178e-06,1.1198784558582575e-05,2.416762242608254e-05
服装,1.1028712097779023e-05,1.6757617815910667e-05,2.4346633997586205e-05,0.0004709144075484054,3.288453531369064e-05,5.273032341616564e-06,1.2544995160834845e-05,3.7829106471100995e-06,2.746368594128584e-05,6.96132602490421e-05
潮流,5.8990785639283145e-06,1.8482666708725002e-05,5.350908570898067e-07,0.00033343910459028125,1.6948183584748255e-05,8.964154980748159e-06,8.541273300993937e-06,2.702079033650071e-06,1.0665509103411977e-05,2.0227249204438648e-05
高跟鞋,5.129633533850709e-07,2.4643555611633336e-07,3.4780905710837436e-06,0.0002429732491645574,2.2766216755631985e-06,2.3728645537274537e-06,5.338295813121211e-07,5.404158067300142e-07,1.0665509103411977e-06,1.3922652049808419e-05
面料,5.129633533850709e-07,9.857422244653334e-07,1.3377271427245167e-06,0.00024160669545722016,1.2647898197573323e-06,2.636516170808282e-07,1.6014887439363633e-06,2.702079033650071e-07,2.666377275852994e-07,7.880746443287784e-07
时装,2.8212984436178893e-06,3.6965333417450004e-06,1.3377271427245167e-06,0.00029408235781896937,1.4671561909185056e-05,1.8455613195657974e-06,2.6691479065606054e-07,1.8914553235550497e-06,1.2265335468923772e-05,1.497341824224679e-05
牛仔裤,1.282408383462677e-06,2.4643555611633336e-07,6.956181142167487e-06,0.00022575467245210845,8.60057077434986e-06,1.0546064683233129e-06,8.007443719681817e-07,2.1616632269200567e-06,1.0665509103411977e-06,6.041905606520635e-06
色彩,1.7440754015092408e-05,2.2179200050470003e-05,4.280726856718454e-06,0.0003826350380544211,1.5936351728942387e-05,8.858694333915828e-05,3.469892278528787e-06,1.8914553235550497e-06,3.492954231367422e-05,6.908787715282291e-05
上衣,1.7953717368477478e-06,7.39306668349e-07,1.7390452855418717e-05,0.00022520805096917356,4.30028538717493e-06,7.909548512424846e-07,1.8684035345924238e-06,5.404158067300142e-07,1.866464093097096e-06,4.728447865972671e-06
牛仔,1.0259267067701417e-06,2.4643555611633336e-07,1.0701817141796134e-06,0.0002011567057200385,3.541411495320531e-06,5.273032341616564e-07,2.6691479065606054e-07,1.8914553235550497e-06,2.3997395482676946e-06,2.1015323848767425e-06
女性,1.8723162398555083e-05,7.146631127373667e-06,9.631635427616521e-05,0.0004353840111576377,0.00011484291563396578,8.753233687083497e-05,1.2278080370178784e-05,7.565821294220199e-06,6.639279416873956e-05,0.00014763265003759116
图案,2.795650275948636e-05,2.4643555611633335e-06,1.0969362570341037e-05,0.00026347155477461566,1.2394940233621858e-05,5.589414282113558e-05,1.6014887439363633e-06,2.702079033650071e-07,1.0932146830997276e-05,8.143437991397377e-06
内衣,1.282408383462677e-06,7.39306668349e-07,1.043427171325123e-05,0.00034983774907832783,6.323949098786662e-06,1.0546064683233129e-06,5.338295813121211e-07,8.106237100950213e-07,1.333188637926497e-06,6.56728870273982e-06
腰带,5.129633533850709e-07,4.928711122326667e-07,2.6754542854490335e-06,0.00020552967758351762,1.5177477837087988e-06,2.3728645537274537e-06,2.6691479065606054e-07,5.404158067300142e-07,4.266203641364791e-06,1.313457740547964e-06
服饰,2.0518534135402834e-06,3.942968897861334e-06,4.815817713808261e-06,0.0002355938591449364,7.082822990641062e-06,1.0546064683233129e-06,1.0676591626242422e-06,2.431871130285064e-06,1.5464988199947364e-05,1.2871885857370048e-05
短裙,2.5648167669253543e-07,2.4643555611633336e-07,3.745635999628647e-06,0.00017737867121237093,1.7707057476602654e-06,1.0546064683233129e-06,2.6691479065606054e-07,8.106237100950213e-07,5.332754551705988e-07,7.880746443287784e-06
衬衫,1.0259267067701417e-06,7.39306668349e-07,3.745635999628647e-06,0.0002235681865203689,5.565075206932263e-06,2.90016778788911e-06,2.6691479065606054e-07,2.9722869370150783e-06,1.5998263655117965e-06,7.880746443287784e-06
配饰,1.282408383462677e-06,1.7250488928143336e-06,2.6754542854490336e-07,0.0001615266482072592,7.588738918543994e-07,2.636516170808282e-07,5.338295813121211e-07,2.702079033650071e-07,1.866464093097096e-06,2.626915481095928e-06
装扮,2.5648167669253543e-07,4.928711122326667e-07,1.3377271427245167e-06,0.00016726617377807551,7.588738918543994e-07,2.636516170808282e-07,2.6691479065606054e-07,1.0808316134600284e-06,1.0665509103411977e-06,5.253830962191856e-06
女人,9.48982203762381e-06,4.435840010094e-06,3.585108742501705e-05,0.0003487445061124581,4.22439799798949e-05,2.161943260062791e-05,5.338295813121211e-07,9.187068714410242e-06,1.4665075017191468e-05,0.00016024184434685162
设计师,8.463895330853668e-06,4.830136899880134e-05,3.4780905710837436e-06,0.00029244249337016467,1.214198226967039e-05,2.821072302764862e-05,8.007443719681817e-07,1.8914553235550497e-06,4.42618627791597e-05,1.3922652049808419e-05
短裤,2.5648167669253543e-07,4.928711122326667e-07,5.6184539994429705e-06,0.00020088339497857107,5.565075206932263e-06,7.909548512424846e-07,5.338295813121211e-07,1.3510395168250356e-06,7.999131827558983e-07,5.253830962191856e-06
颜色,3.2316691263259463e-05,1.4786133366980002e-05,2.2741361426316784e-05,0.00033617221200495567,1.9477763224262917e-05,0.00015265428628979952,2.9360626972166658e-06,6.566052051769673e-05,3.0130063217138834e-05,1.8388408367671497e-05
